,authors,author_ids,title,abstract,pub_year,journal,citations,eprint_url,pub_url,citedby_url,scilab_url,related_articles_url,scholarbib_url
288,"['A Hosseinzadeh', 'A Radi', 'J Richter', 'T Wegener']","['', 'yz-1fp0AAAAJ', '', '']",Severe plastic deformation as a processing tool for strengthening of additive manufactured alloys,"X-ray micro-computed tomography (μ-CT) was performed on untested tensile samples  within the gage length using a Zeiss Xradia Versa 520 for the as-built and ECAPed condition.  Measurements were conducted at an accelerating voltage of 80 kV, power of 7 W, and a voxel",2021,Journal of Manufacturing …,0,,https://www.sciencedirect.com/science/article/pii/S1526612521004084,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D280%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=WPEnPi1Tv4kJ&ei=FoBtYe7eF4n2yAS2_IKgBw&json=","/scholar?q=related:WPEnPi1Tv4kJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:WPEnPi1Tv4kJ:scholar.google.com/&output=cite&scirp=288&hl=en
289,"['GR Mackenzie', 'S Kaluvan', 'PG Martin', 'C Hutson']","['', 'mvSV_cMAAAAJ', 'luJdTr0AAAAJ', '']",A diamond gammavoltaic cell utilizing surface conductivity and its response to different photon interaction mechanisms,This paper presents a diamond gammavoltaic cell—a solid-state device that converts  gamma radiation into electricity—with a novel design and promising capabilities. Gammavoltaics  pose a unique challenge among radiovoltaics due to the highly penetrating nature of -,2021,Materials Today …,1,http://www.chm.bris.ac.uk/pt/diamond/pdf/mte21-100688.pdf,https://www.sciencedirect.com/science/article/pii/S2468606921000538,"/scholar?cites=6216592962456105982&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D280%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=_rNjyFzGRVYJ&ei=FoBtYe7eF4n2yAS2_IKgBw&json=","/scholar?q=related:_rNjyFzGRVYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:_rNjyFzGRVYJ:scholar.google.com/&output=cite&scirp=289&hl=en
290,"['E Cakmak', 'P Nandwana', 'D Shin', 'Y Yamamoto']","['3MucBSEAAAAJ', '2d8gYBsAAAAJ', 'UDkL0eUAAAAJ', 'Z-5sqDEAAAAJ']",A comprehensive study on the fabrication and characterization of Ti–48Al–2Cr–2Nb preforms manufactured using electron beam melting,"For these measurements, a Zeiss Xradia Versa 520 XCT unit was operated at 140 kV and  64.3 µA. A 0.4x large field of view objective was used to cover the entire sample width with 1  × 1 binning (on the detector) for higher resolution, resulting in a x = y = z = 10.6194 µm Pixel",2019,Materialia,13,https://www.sciencedirect.com/science/article/am/pii/S2589152919300808,https://www.sciencedirect.com/science/article/pii/S2589152919300808,"/scholar?cites=10763014936742498440&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=iJDCYA_pXZUJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:iJDCYA_pXZUJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:iJDCYA_pXZUJ:scholar.google.com/&output=cite&scirp=290&hl=en
291,"['M Zhang', 'Y Lin', 'I Leya', 'G Tang']","['', '', '', '']",Textural and compositional evidence for in situ crystallization of palisade bodies in coarse‐grained Ca‐Al‐rich inclusions,The polished section of BBA-7 was scanned using a cabinet-based Zeiss Xradia Versa 520  micro-CT scanner at IGGCAS. X-rays were generated from a tungsten target using a voltage  of 50 kV and a beam current of 80 μA. Angular projections were collected at 0.1285 intervals,2019,Meteoritics & planetary …,2,,https://onlinelibrary.wiley.com/doi/abs/10.1111/maps.13260,"/scholar?cites=17824326991068640794&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=GrYNB_a6XPcJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:GrYNB_a6XPcJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:GrYNB_a6XPcJ:scholar.google.com/&output=cite&scirp=291&hl=en
292,"['EJW Smith', 'AH Piracha', 'D Field', 'JW Pomeroy']","['', 'tB4HOkc0nXwC', '2ozcLIUAAAAJ', '7r8xxl4AAAAJ']",Mixed-size diamond seeding for low-thermal-barrier growth of CVD diamond onto GaN and AlN,"The XRT system used was a Zeiss XRadia Versa 520, operated at 80 kV and 7 W with a  40 × objective lens, giving a voxel resolution of ∼1.5 μm × 1.5 μm in the plane of the  surface and a depth resolution of ∼0.72 μm.",2020,Carbon,13,http://www.chm.bris.ac.uk/pt/diamond/pdf/c167-620.pdf,https://www.sciencedirect.com/science/article/pii/S0008622320304917,"/scholar?cites=17453451284780475027&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=k-LsnXgdN_IJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:k-LsnXgdN_IJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:k-LsnXgdN_IJ:scholar.google.com/&output=cite&scirp=292&hl=en
293,"['PE Caltagirone', 'RS Ginder', 'S Ozcan', 'K Li']","['', '', 'MUBeuYEAAAAJ', 'TVVFVc0AAAAJ']",Substitution of virgin carbon fiber with low-cost recycled fiber in automotive grade injection molding polyamide 66 for equivalent composite mechanical …,"The injection molded tensile test specimens described in Section 2.3 were also loaded into  a Zeiss Xradia Versa 3D X-ray microscope to determine void content, fiber volume fraction  (FVF), and fiber orientation. Air was used from the source (no filter), and a 4X lens was set on",2021,Composites Part B …,0,https://www.sciencedirect.com/science/article/pii/S1359836821003930,https://www.sciencedirect.com/science/article/pii/S1359836821003930,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Ldpwfb8bvrEJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:Ldpwfb8bvrEJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Ldpwfb8bvrEJ:scholar.google.com/&output=cite&scirp=293&hl=en
294,"['JL Kypke', 'A Solodovnikov']","['', 'QhoEM5AAAAAJ']",Every cloud has a silver lining: X-ray micro-CT reveals Orsunius rove beetle in Rovno amber from a specimen inaccessible to light microscopy,"We are also thankful to Teresa Porri, CT Manager at the Imaging Facility of the Cornell  University Biotechnology Resource Center for providing the imaging data, acquired with NIH  S10OD012287 funding for the ZEISS-Xradia Versa 520 X-ray Microscope, and more importantly,",2020,Historical Biology,10,https://www.researchgate.net/profile/Alexey-Solodovnikov/publication/329842354_Every_cloud_has_a_silver_lining_X-ray_micro-CT_reveals_Orsunius_rove_beetle_in_Rovno_amber_from_a_specimen_inaccessible_to_light_microscopy/links/5c1d0c7392851c22a33d2804/Every-cloud-has-a-silver-lining-X-ray-micro-CT-reveals-Orsunius-rove-beetle-in-Rovno-amber-from-a-specimen-inaccessible-to-light-microscopy.pdf,https://www.tandfonline.com/doi/abs/10.1080/08912963.2018.1558222,"/scholar?cites=7337437772317331024&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=UA6CTMfQ02UJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:UA6CTMfQ02UJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:UA6CTMfQ02UJ:scholar.google.com/&output=cite&scirp=294&hl=en
295,"['C Skotarek', 'K Markstaedter', 'A Brueckner-Foit']","['', '', '']",Determination of crack initiation in an interior cold-weld by combining reverse engineering and digital image correlation analysis,"The pin was scanned in a high resolution computer tomograph (CT; Zeiss XRadia Versa 520).  Both the exact physical dimensions of each pin and the surface topography were determined  and converted to a stl-file, which then, in turn, was imported as an input file to the FEcode",2019,Procedia Structural …,0,https://www.sciencedirect.com/science/article/pii/S2452321620301967/pdf?md5=5917dc980b24d25ac9c6b0e853adb4f6&pid=1-s2.0-S2452321620301967-main.pdf,https://www.sciencedirect.com/science/article/pii/S2452321620301967,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=J3AhcCItUYwJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:J3AhcCItUYwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:J3AhcCItUYwJ:scholar.google.com/&output=cite&scirp=295&hl=en
296,"['PS Owuor', 'S Inthong', 'SM Sajadi', 'P Intawin']","['dJ2ovyIAAAAJ', '', 'oj5xJXIAAAAJ', 'CPZqMBIAAAAJ']",Elastic and 'transparent bone'as an electrochemical separator,"X-ray computerized tomography (CT) was performed using a Zeiss Xradia Versa 510.  The samples were mounted using a clip mount, where the samples were clipped into place  and imaged in air. The voltage was set to 80 kV with a source power of 7 W.",2019,Materials Today …,1,https://www.sciencedirect.com/science/article/am/pii/S246851941830291X,https://www.sciencedirect.com/science/article/pii/S246851941830291X,"/scholar?cites=18410368754466267093&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=1Z_pAdfEfv8J&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:1Z_pAdfEfv8J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:1Z_pAdfEfv8J:scholar.google.com/&output=cite&scirp=296&hl=en
297,"['EJ Lessner', 'CA Gant', 'TL Hieronymus']","['mAOYNf4AAAAJ', '', 'MslabKUAAAAJ']",Anatomy and Ontogeny of the Mandibular Symphysis in Alligator mississippiensis,"The same specimen was later reimmersed in I 2 KI and rescanned on a Zeiss Xradia Versa  510 using 120 kV, 0.083 mA, and slice thickness of 39.42 μm for higher resolution images  of soft tissues (eg, bone, teeth, sutural ligament, Meckel's cartilage, and trigeminal nerve) (",2019,The Anatomical …,6,https://anatomypubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ar.24116,https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.24116,"/scholar?cites=15005694293462149362&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8ujq0XTvPtAJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:8ujq0XTvPtAJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:8ujq0XTvPtAJ:scholar.google.com/&output=cite&scirp=297&hl=en
298,"['AT Wilken', 'KM Middleton', 'KC Sellers']","['', 'Ziha7x8AAAAJ', 'sutVs3kAAAAJ']",The roles of joint tissues and jaw muscles in palatal biomechanics of the savannah monitor (Varanus exanthematicus) and their significance for cranial kinesis,"Numerous vertebrates exhibit cranial kinesis, or movement between bones of the  skull and mandible other than at the jaw joint. Many kinetic species possess a particular suite  of features to accomplish this movement, including flexible cranial joints and protractor . , -",2019,Journal of …,4,https://journals.biologists.com/jeb/article/222/18/jeb201459/223478,https://journals.biologists.com/jeb/article-abstract/222/18/jeb201459/223478,"/scholar?cites=14481823722425762600&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=KEMDk_LF-cgJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:KEMDk_LF-cgJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:KEMDk_LF-cgJ:scholar.google.com/&output=cite&scirp=298&hl=en
299,"['AK Bangaru', 'BF Sørensen', 'LP Mikkelsen']","['', 'N3JNJUgAAAAJ', '2GUSDXwAAAAJ']",Experimental investigation of the damage at the tip of tunnelling crack in glass fibre composites,The small cut specimens were stained in zinc iodide and isopropyl alcohol solution for 48  hours prior to imaging on a Zeiss Xradia Versa 520 CT scanner. Small aluminium pin is  glued at one end for each cut specimen to mount it easily on the specimen holder inside the,2019,ICCM22 2019,0,https://www.researchgate.net/profile/Ashish-Bangaru/publication/347244028_Experimental_Investigation_of_the_Damage_at_the_Tip_of_Tunnelling_Crack_in_Glass_Fibre_Composites/links/5fd8ce9d299bf1408810c3d3/Experimental-Investigation-of-the-Damage-at-the-Tip-of-Tunnelling-Crack-in-Glass-Fibre-Composites.pdf,https://www.researchgate.net/profile/Ashish-Bangaru/publication/347244028_Experimental_Investigation_of_the_Damage_at_the_Tip_of_Tunnelling_Crack_in_Glass_Fibre_Composites/links/5fd8ce9d299bf1408810c3d3/Experimental-Investigation-of-the-Damage-at-the-Tip-of-Tunnelling-Crack-in-Glass-Fibre-Composites.pdf,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D290%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=bubStuylS9EJ&ei=HYBtYe-6OcyR6rQPrvmsUA&json=","/scholar?q=related:bubStuylS9EJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:bubStuylS9EJ:scholar.google.com/&output=cite&scirp=299&hl=en
300,"['P Gajjar', 'ID Styliari', 'TTH Nguyen', 'J Carr', 'X Chen']","['gjMLvt4AAAAJ', '49GThcoAAAAJ', '_yM2h3sAAAAJ', '', 'aRMX688AAAAJ']",3D characterisation of dry powder inhaler formulations: Developing X-ray micro computed tomography approaches,"Scans were performed at the Henry Moseley X-ray Imaging Facility using a Zeiss Xradia Versa  520 cabinet X-ray microtomography system, with the acquisition  XCT scanning parameters  used on a Zeiss Xradia Versa 520 microtomography system for the different sample types.",2020,European Journal of …,10,https://www.sciencedirect.com/science/article/pii/S0939641120300540,https://www.sciencedirect.com/science/article/pii/S0939641120300540,"/scholar?cites=16666691911727196146&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=8idgY_37S-cJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:8idgY_37S-cJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:8idgY_37S-cJ:scholar.google.com/&output=cite&scirp=300&hl=en
301,"['BW Wyber', 'LR Dougherty']","['', 'Iy8gDgEAAAAJ']",Quantifying variation in female internal genitalia: no evidence for plasticity in response to sexual conflict risk in a seed beetle,"Samples were scanned using a ZEISS Xradia Versa 520 X-ray microscope housed at the  University of Western Australia Centre for Microscopy, Characterisation and Analysis. Samples  were suspended in 100% ethanol and mounted in heat-sealed pipette tips with wax-covered",2021,… of the Royal …,0,https://research-repository.uwa.edu.au/files/120831468/Wyber_et_al._2021_Quantifying_variation_in_female.pdf,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2021.0746,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=L7ZP0fdKzvsJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=",,/scholar?q=info:L7ZP0fdKzvsJ:scholar.google.com/&output=cite&scirp=301&hl=en
302,"['JC Zarges', 'P Sälzer', 'HP Heim']","['', '', '']",Correlation of fiber orientation and fiber-matrix-interaction of injection-molded polypropylene cellulose fiber composites,"X-ray microtomography measurements were carried out using a Zeiss Xradia Versa 520 (Carl  Zeiss AG, Oberkochen, Germany) to characterize the fiber orientation and the fiber length  distribution inside the specimen. The measurements were made at a voltage of 80 kV and a",2020,Composites Part A: Applied Science and …,2,https://www.sciencedirect.com/science/article/pii/S1359835X20303511,https://www.sciencedirect.com/science/article/pii/S1359835X20303511,"/scholar?cites=9690745171122813575&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=h3qbrWNxfIYJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:h3qbrWNxfIYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:h3qbrWNxfIYJ:scholar.google.com/&output=cite&scirp=302&hl=en
303,"['M Zhang', 'B Clark', 'AJ King']","['', '', '']",Shape and porosity of refractory inclusions in CV3 chondrites: A micro‐computed tomography (µCT) study,The 10 refractory inclusion-bearing fragments were mounted into three plastic straws (~4  mm in diameter; 2–4 fragments per straw) and then fixed onto the stage of a cabinet-based  industrial X-ray CT scanner (Zeiss Xradia Versa 520) in the IAC-NHM. X-rays were generated,2021,Meteoritics & Planetary …,0,,https://onlinelibrary.wiley.com/doi/abs/10.1111/maps.13635,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=5wTdqwMxhe4J&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:5wTdqwMxhe4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:5wTdqwMxhe4J:scholar.google.com/&output=cite&scirp=303&hl=en
304,"['J Richter', 'SV Sajadifar', 'T Niendorf']","['', 'hmgkta0AAAAJ', '']",On the Influence of Process Interruptions during Additive Manufacturing on the Fatigue Resistance of AlSi12,For both conditions a representative volume element was analysed via computer tomography  (CT) using a Zeiss Xradia Versa 520 at an acceleration voltage of 80 kV and a power of 7  mA. The resulting voxel size was about 3.53 µm. The measured volume was reconstructed,2021,Additive Manufacturing,0,,https://www.sciencedirect.com/science/article/pii/S2214860421005042,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=FWcZkWLd3EMJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=",,/scholar?q=info:FWcZkWLd3EMJ:scholar.google.com/&output=cite&scirp=304&hl=en
305,"['WJ Brayshaw', 'AJ Cooper', 'AH Sherry']","['', 'f7JR3QkAAAAJ', '']",Assessment of the micro-mechanical fracture processes within dissimilar metal welds,"Dissimilar metal welds represent a challenge for structural integrity assessments due  to the different compositions of component materials, inhomogeneous microstructures and  variation in material properties across short length scales. These variations influence the of -",2019,Engineering Failure Analysis,5,,https://www.sciencedirect.com/science/article/pii/S135063071831241X,"/scholar?cites=3727338869347580891&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=2_v3EPQqujMJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:2_v3EPQqujMJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:2_v3EPQqujMJ:scholar.google.com/&output=cite&scirp=305&hl=en
306,"['R Li', 'H Cornwell', 'E Antunes', 'A Liotta']","['', '', '', '']",Interlaminar Shear Reinforcement of Aerospace Laminates with Radially-aligned Carbon Nanotubes,"Cured laminates were trimmed into 2 mm x 4 mm x 12 mm specimens (Figure 2), polished,  and inserted into an xray micro-computed tomography microscope (Zeiss Xradia Versa 3D X-ray  Microscope) for quality assessment. To assess and directly compare interlaminar shear",2018,2018 AIAA/ASCE/AHS …,1,,https://arc.aiaa.org/doi/pdf/10.2514/6.2018-0907,"/scholar?cites=1051030735302411160&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=mMO3meIClg4J&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:mMO3meIClg4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:mMO3meIClg4J:scholar.google.com/&output=cite&scirp=306&hl=en
307,"['H Saur', 'P Moonen', 'C Aubourg']","['', '', 'KAQBZLAAAAAJ']",Grain fabric heterogeneity in strained shales: insights from xct measurements,"The samples were scanned with a Zeiss Xradia Versa 510 X-ray tomograph at DMEX (UPPA,  Pau, France). This tomograph combines geometric and optical magnification, enabling the  acquisition of high-resolution images for relatively large sample sizes. The 16-bit CCD",2021,Journal of Geophysical …,0,,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2021JB022025,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=_w2tX9hf814J&ei=JIBtYbXFGIW4ygTHm5C4CA&json=",,/scholar?q=info:_w2tX9hf814J:scholar.google.com/&output=cite&scirp=307&hl=en
308,"['C Simpson', 'PJ Withers', 'T Lowe', 'S Roy']","['Qts170QAAAAJ', 'k2Jw8scAAAAJ', '', 'kLc8RmoAAAAJ']",Damage evolution in freeze cast metal/ceramic composites exhibiting lamellar microstructures,"High resolution 3D analysis of these single domain composite samples was conducted using  a Zeiss Xradia Versa 520 Xray microscopy system based at the Henry Moseley Manchester  X-ray Imaging Facility (HMXIF). The system was operated at 40kV and a power of 3W, with",2015,Frattura ed Integrità …,3,https://www.fracturae.com/index.php/fis/article/download/1483/1511,https://www.fracturae.com/index.php/fis/article/view/1483,"/scholar?cites=15193836538491668839&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Z4kl1NRZ29IJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:Z4kl1NRZ29IJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Z4kl1NRZ29IJ:scholar.google.com/&output=cite&scirp=308&hl=en
309,"['AB Harman', 'D Rapking', 'D Mollenhauer']","['', '', '']",Examination of a small radius of curvature composite notch with a novel chevron feature to improve damage tolerance,The micro–CT was performed using a Zeiss Xradia Versa 520 Micro. The Versa is capable  of a large field of view depending on the field of view and settings used. It was desired to  interrogate the samples to capture the evolved sub-critical damage immediately prior to failure.,2019,Composites Part A: Applied …,2,https://www.sciencedirect.com/science/article/pii/S1359835X18305013,https://www.sciencedirect.com/science/article/pii/S1359835X18305013,"/scholar?cites=7348596333026288420&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D300%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=JCPFK251-2UJ&ei=JIBtYbXFGIW4ygTHm5C4CA&json=","/scholar?q=related:JCPFK251-2UJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:JCPFK251-2UJ:scholar.google.com/&output=cite&scirp=309&hl=en
310,"['F Rieck genannt Best', 'J Koch', 'G Lilienkamp']","['', '', '']",Spiky nickel electrodes for electrochemical oxygen evolution catalysis by femtosecond laser structuring,"Micro- and nanostructured Ni/NiO surfaces were generated by femtosecond laser structuring for  oxygen evolution reaction in alkaline water electrolysis cells. For two different angles between  the laser beam and the nickel surface, two different types of laser-structured were , , a .",2018,International Journal of …,1,https://www.hindawi.com/journals/ijelc/2018/9875438/,https://www.hindawi.com/journals/ijelc/2018/9875438/,"/scholar?cites=8349073121753664643&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D310%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=g4zj2cTd3XMJ&ei=LIBtYc9QqJvLBKGNtfAB&json=","/scholar?q=related:g4zj2cTd3XMJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:g4zj2cTd3XMJ:scholar.google.com/&output=cite&scirp=310&hl=en
